gender,relevent_experience,enrolled_university,education_level,major_discipline,experience,company_size,company_type
Male,Yes,no_enrollment,Graduate,Humanities,6.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,12.0,50-99,Pvt Ltd
Unknown,No,Full time course,Graduate,STEM,4.0,Unknown,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,7.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,2.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,3.0,50-99,Funded Startup
Male,Yes,no_enrollment,Masters,STEM,18.0,10000+,Pvt Ltd
Unknown,Yes,no_enrollment,Masters,STEM,20.0,<10,Other
Male,Yes,Full time course,Graduate,STEM,2.0,10000+,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,STEM,14.0,Oct-49,Pvt Ltd
Female,No,Full time course,Graduate,STEM,2.0,10000+,Unknown
Male,Yes,Full time course,High School,Unknown,10.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,20.0,10000+,Pvt Ltd
Male,Yes,no_enrollment,Graduate,Business Degree,18.0,50-99,Pvt Ltd
Unknown,Yes,no_enrollment,High School,Unknown,6.0,1000-4999,Pvt Ltd
Unknown,No,no_enrollment,Graduate,STEM,3.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,7.0,10000+,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,7.0,<10,Pvt Ltd
Male,Yes,Full time course,Graduate,STEM,5.0,100-500,Pvt Ltd
Male,Yes,Part time course,Masters,Business Degree,11.0,10000+,Public Sector
Male,Yes,no_enrollment,Graduate,STEM,20.0,10000+,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,7.0,50-99,Pvt Ltd
Male,No,Full time course,Masters,Humanities,2.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,2.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,12.0,50-99,Funded Startup
Male,Yes,no_enrollment,Masters,STEM,20.0,1000-4999,Public Sector
Male,Yes,no_enrollment,High School,Unknown,15.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,9.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,4.0,Unknown,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,Unknown,Pvt Ltd
Female,No,no_enrollment,Graduate,Humanities,2.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,7.0,500-999,Pvt Ltd
Male,No,no_enrollment,Masters,STEM,15.0,10000+,Pvt Ltd
Male,Yes,Full time course,Masters,STEM,14.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,5.0,500-999,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,6.0,<10,Funded Startup
Male,No,no_enrollment,High School,Unknown,2.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,16.0,<10,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,1000-4999,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,No Major,6.0,1000-4999,Pvt Ltd
Male,Yes,Full time course,Masters,STEM,7.0,500-999,Funded Startup
Male,Yes,no_enrollment,Graduate,STEM,4.0,100-500,Public Sector
Male,Yes,no_enrollment,Phd,STEM,20.0,50-99,Pvt Ltd
Unknown,Yes,Part time course,Graduate,STEM,4.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,50-99,Pvt Ltd
Female,No,no_enrollment,Graduate,Humanities,16.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,11.0,1000-4999,Pvt Ltd
Unknown,Yes,Full time course,Graduate,STEM,3.0,50-99,Early Stage Startup
Male,Yes,Full time course,Masters,STEM,0.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,6.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Unknown,Unknown,10.0,Unknown,Unknown
Male,No,Full time course,High School,Unknown,5.0,Unknown,Unknown
Male,No,no_enrollment,Graduate,STEM,5.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,19.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,10.0,50-99,Pvt Ltd
Other,Yes,no_enrollment,Graduate,STEM,20.0,10000+,Public Sector
Male,Yes,Full time course,High School,Unknown,3.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,9.0,500-999,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,Unknown,15.0,50-99,Pvt Ltd
Male,Yes,Full time course,Graduate,STEM,11.0,<10,Pvt Ltd
Male,No,Full time course,High School,Unknown,4.0,Unknown,Unknown
Male,No,Full time course,Graduate,STEM,3.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,14.0,100-500,Pvt Ltd
Male,No,Full time course,High School,Unknown,4.0,Unknown,Pvt Ltd
Male,No,no_enrollment,High School,Unknown,0.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,20.0,100-500,NGO
Male,Yes,no_enrollment,Graduate,Arts,15.0,50-99,Early Stage Startup
Male,Yes,no_enrollment,Masters,STEM,17.0,500-999,Pvt Ltd
Female,Yes,no_enrollment,Graduate,Humanities,3.0,50-99,Pvt Ltd
Male,No,no_enrollment,Phd,STEM,4.0,Unknown,Public Sector
Male,Yes,no_enrollment,Graduate,STEM,20.0,Unknown,Unknown
Male,No,Full time course,Graduate,STEM,2.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,11.0,100-500,Pvt Ltd
Female,Yes,no_enrollment,Graduate,No Major,2.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,5.0,<10,Pvt Ltd
Male,Yes,no_enrollment,Graduate,Arts,20.0,50-99,Early Stage Startup
Unknown,Yes,Full time course,Graduate,STEM,2.0,50-99,Funded Startup
Male,Yes,Full time course,Graduate,STEM,20.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,16.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,10.0,50-99,Unknown
Male,No,Unknown,Masters,Humanities,12.0,Unknown,Unknown
Male,No,no_enrollment,Primary School,Unknown,7.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,7.0,100-500,Funded Startup
Male,No,Full time course,Graduate,STEM,3.0,Unknown,Unknown
Unknown,No,no_enrollment,Graduate,STEM,0.0,50-99,Pvt Ltd
Female,Yes,no_enrollment,Masters,STEM,16.0,Oct-49,Funded Startup
Unknown,No,no_enrollment,Graduate,Humanities,0.0,<10,Early Stage Startup
Male,Yes,no_enrollment,Masters,STEM,20.0,50-99,Early Stage Startup
Male,No,Full time course,Graduate,STEM,5.0,Unknown,Unknown
Female,No,no_enrollment,Masters,STEM,3.0,<10,Early Stage Startup
Female,No,Full time course,High School,Unknown,5.0,Unknown,Pvt Ltd
Unknown,Yes,Full time course,Masters,STEM,8.0,10000+,Pvt Ltd
Male,Yes,no_enrollment,Unknown,Unknown,10.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,5.0,50-99,Pvt Ltd
Male,No,Full time course,Graduate,Humanities,3.0,1000-4999,NGO
Unknown,Yes,no_enrollment,Graduate,STEM,10.0,100-500,Pvt Ltd
Male,No,no_enrollment,Graduate,STEM,11.0,100-500,Pvt Ltd
Male,Yes,Full time course,Graduate,STEM,20.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,8.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,14.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,9.0,Oct-49,Pvt Ltd
Female,No,no_enrollment,Graduate,Humanities,1.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,16.0,Oct-49,Funded Startup
Male,Yes,Full time course,Graduate,STEM,2.0,100-500,Pvt Ltd
Female,No,no_enrollment,Graduate,STEM,5.0,10000+,Pvt Ltd
Male,No,Full time course,Graduate,STEM,9.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,20.0,500-999,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,12.0,1000-4999,Unknown
Male,No,no_enrollment,Masters,STEM,10.0,10000+,Pvt Ltd
Male,No,no_enrollment,Graduate,STEM,2.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,2.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,16.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,1.0,10000+,Public Sector
Male,Yes,no_enrollment,Graduate,STEM,11.0,10000+,Pvt Ltd
Unknown,No,Part time course,Graduate,STEM,0.0,100-500,Unknown
Unknown,Yes,no_enrollment,Masters,STEM,11.0,10000+,Pvt Ltd
Male,No,Full time course,Primary School,Unknown,5.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,14.0,50-99,Funded Startup
Male,Yes,no_enrollment,Unknown,Unknown,20.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,14.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,20.0,<10,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,13.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Phd,STEM,10.0,100-500,Pvt Ltd
Male,No,Part time course,High School,Unknown,3.0,Unknown,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,<10,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,9.0,100-500,NGO
Male,Yes,no_enrollment,Masters,STEM,10.0,Unknown,Unknown
Male,No,no_enrollment,Graduate,STEM,0.0,10000+,Pvt Ltd
Unknown,No,no_enrollment,Unknown,Unknown,2.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,8.0,10000+,Pvt Ltd
Male,No,Full time course,High School,Unknown,9.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,11.0,Unknown,Pvt Ltd
Male,No,no_enrollment,Graduate,Humanities,15.0,100-500,Pvt Ltd
Unknown,Yes,no_enrollment,Masters,STEM,5.0,50-99,Funded Startup
Unknown,Yes,no_enrollment,Graduate,STEM,5.0,Unknown,Unknown
Male,Yes,no_enrollment,Phd,STEM,9.0,100-500,Funded Startup
Unknown,Yes,no_enrollment,Graduate,STEM,8.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,20.0,1000-4999,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,Humanities,4.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Masters,STEM,7.0,<10,Early Stage Startup
Male,Yes,no_enrollment,Graduate,STEM,6.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,10.0,1000-4999,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,13.0,<10,Pvt Ltd
Female,Yes,no_enrollment,Graduate,STEM,9.0,10000+,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,STEM,7.0,50-99,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,STEM,8.0,10000+,Pvt Ltd
Male,No,Full time course,Graduate,STEM,0.0,Unknown,Unknown
Other,No,no_enrollment,Masters,STEM,9.0,50-99,Unknown
Male,Yes,no_enrollment,Masters,STEM,20.0,10000+,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,8.0,50-99,Public Sector
Unknown,No,no_enrollment,High School,Unknown,2.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Masters,STEM,9.0,Unknown,Unknown
Male,No,Full time course,High School,Unknown,10.0,Unknown,Public Sector
Male,No,no_enrollment,Graduate,STEM,15.0,100-500,Pvt Ltd
Male,No,Full time course,Graduate,STEM,1.0,Unknown,Unknown
Male,No,Full time course,Graduate,STEM,5.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,7.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,High School,Unknown,5.0,Unknown,Unknown
Unknown,Yes,Unknown,Graduate,STEM,9.0,Unknown,Unknown
Male,Yes,no_enrollment,High School,Unknown,11.0,<10,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,8.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,15.0,Oct-49,Pvt Ltd
Male,No,Full time course,Masters,STEM,14.0,500-999,Public Sector
Male,Yes,no_enrollment,Graduate,STEM,10.0,<10,Early Stage Startup
Male,No,no_enrollment,Unknown,Unknown,1.0,Unknown,Unknown
Male,No,Full time course,Graduate,STEM,2.0,Unknown,Unknown
Unknown,Yes,Full time course,High School,Unknown,6.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,20.0,<10,Early Stage Startup
Male,No,no_enrollment,Graduate,STEM,3.0,50-99,Unknown
Male,No,Full time course,Graduate,STEM,5.0,Unknown,Unknown
Male,Yes,Full time course,Masters,STEM,12.0,Unknown,Public Sector
Male,No,no_enrollment,Graduate,Humanities,1.0,1000-4999,Pvt Ltd
Female,No,no_enrollment,High School,Unknown,3.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,11.0,100-500,Pvt Ltd
Unknown,Yes,Full time course,Graduate,STEM,3.0,Unknown,Unknown
Unknown,No,Full time course,High School,Unknown,4.0,Unknown,Unknown
Unknown,No,Full time course,Masters,STEM,8.0,Unknown,Unknown
Male,Yes,Full time course,Graduate,STEM,4.0,<10,Unknown
Male,Yes,no_enrollment,Masters,STEM,9.0,10000+,Pvt Ltd
Unknown,No,no_enrollment,Masters,STEM,12.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Masters,STEM,8.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,14.0,50-99,Pvt Ltd
Male,Yes,Part time course,Unknown,Unknown,20.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,6.0,500-999,Unknown
Male,Yes,no_enrollment,Graduate,STEM,6.0,1000-4999,Pvt Ltd
Unknown,No,Full time course,Graduate,STEM,7.0,100-500,Pvt Ltd
Male,No,no_enrollment,Masters,Other,16.0,Unknown,Unknown
Male,Yes,Full time course,Graduate,Arts,9.0,Unknown,Funded Startup
Male,No,Full time course,High School,Unknown,4.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,Arts,7.0,<10,Pvt Ltd
Female,Yes,no_enrollment,Graduate,Humanities,1.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,20.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,6.0,100-500,Early Stage Startup
Female,Yes,no_enrollment,Graduate,STEM,9.0,<10,Pvt Ltd
Male,Yes,no_enrollment,High School,Unknown,17.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,11.0,Unknown,Unknown
Unknown,Yes,Full time course,Graduate,STEM,5.0,100-500,Pvt Ltd
Female,Yes,no_enrollment,Masters,STEM,11.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Graduate,Business Degree,6.0,1000-4999,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,20.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,20.0,1000-4999,Public Sector
Male,Yes,no_enrollment,High School,Unknown,20.0,Unknown,Unknown
Unknown,No,no_enrollment,Phd,STEM,20.0,5000-9999,Public Sector
Male,Yes,no_enrollment,Graduate,Other,10.0,5000-9999,Public Sector
Male,Yes,no_enrollment,Graduate,STEM,7.0,1000-4999,Pvt Ltd
Male,No,no_enrollment,Graduate,STEM,5.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,Arts,9.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,20.0,1000-4999,Public Sector
Male,Yes,no_enrollment,Phd,STEM,20.0,Unknown,Unknown
Male,Yes,Full time course,Masters,STEM,7.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,6.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,19.0,<10,Funded Startup
Unknown,Yes,no_enrollment,High School,Unknown,9.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,12.0,Unknown,Unknown
Male,Yes,Unknown,Masters,STEM,14.0,100-500,NGO
Male,Yes,Unknown,Graduate,STEM,1.0,Unknown,Unknown
Male,No,Full time course,High School,Unknown,2.0,Unknown,Unknown
Unknown,Yes,no_enrollment,High School,Unknown,20.0,10000+,Pvt Ltd
Male,Yes,Part time course,Graduate,STEM,12.0,500-999,Pvt Ltd
Male,Yes,Full time course,Graduate,STEM,2.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,9.0,1000-4999,Pvt Ltd
Male,No,Full time course,Masters,STEM,5.0,50-99,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,STEM,10.0,10000+,Pvt Ltd
Unknown,Yes,no_enrollment,Masters,STEM,20.0,<10,Pvt Ltd
Female,Yes,no_enrollment,High School,Unknown,16.0,1000-4999,Pvt Ltd
Male,Yes,no_enrollment,High School,Unknown,5.0,<10,Early Stage Startup
Unknown,Yes,no_enrollment,Unknown,Unknown,18.0,Unknown,Unknown
Male,No,Full time course,High School,Unknown,4.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Phd,STEM,20.0,<10,Early Stage Startup
Female,No,Full time course,Graduate,STEM,14.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,5.0,Unknown,Unknown
Male,Yes,Full time course,Graduate,STEM,6.0,Unknown,Unknown
Male,No,Full time course,High School,Unknown,6.0,Oct-49,Early Stage Startup
Male,Yes,no_enrollment,Primary School,Unknown,11.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,2.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,10.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,12.0,100-500,Unknown
Male,Yes,no_enrollment,Masters,STEM,17.0,50-99,Funded Startup
Male,Yes,no_enrollment,Graduate,STEM,16.0,10000+,Pvt Ltd
Male,No,no_enrollment,Graduate,STEM,3.0,500-999,Funded Startup
Male,Yes,Part time course,Graduate,STEM,5.0,<10,Early Stage Startup
Male,Yes,Full time course,Graduate,STEM,3.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,High School,Unknown,17.0,Unknown,Unknown
Female,Yes,no_enrollment,Graduate,STEM,6.0,50-99,Funded Startup
Male,Yes,no_enrollment,Graduate,STEM,6.0,50-99,Pvt Ltd
Unknown,Yes,no_enrollment,Masters,STEM,2.0,<10,Early Stage Startup
Male,Yes,Part time course,Graduate,STEM,6.0,1000-4999,Unknown
Male,Yes,no_enrollment,Masters,STEM,6.0,<10,Pvt Ltd
Male,Yes,Full time course,Graduate,STEM,6.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,12.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,14.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,10000+,Pvt Ltd
Male,Yes,Part time course,Graduate,STEM,20.0,Unknown,Unknown
Female,Yes,no_enrollment,Graduate,Other,5.0,10000+,Unknown
Male,No,Full time course,Graduate,STEM,5.0,10000+,Pvt Ltd
Other,Yes,no_enrollment,Graduate,Arts,2.0,500-999,Unknown
Unknown,No,no_enrollment,Graduate,STEM,7.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,5.0,500-999,Pvt Ltd
Male,No,Full time course,High School,Unknown,14.0,Unknown,Unknown
Unknown,Yes,Full time course,Graduate,STEM,6.0,500-999,NGO
Male,Yes,Unknown,Graduate,STEM,4.0,Unknown,Unknown
Male,No,no_enrollment,Graduate,STEM,11.0,Unknown,Unknown
Unknown,No,no_enrollment,Masters,Humanities,3.0,10000+,Other
Male,Yes,no_enrollment,Graduate,STEM,20.0,Oct-49,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,STEM,20.0,500-999,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,STEM,20.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,20.0,100-500,Unknown
Male,Yes,Full time course,Graduate,STEM,5.0,<10,Early Stage Startup
Male,No,Full time course,High School,Unknown,5.0,Unknown,Unknown
Male,No,Part time course,Graduate,STEM,5.0,Unknown,Unknown
Male,Yes,Full time course,Graduate,STEM,15.0,Unknown,Unknown
Male,Yes,Full time course,Masters,STEM,4.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,14.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,20.0,100-500,Pvt Ltd
Unknown,No,Full time course,Graduate,STEM,4.0,Unknown,Public Sector
Male,No,Part time course,Graduate,STEM,2.0,Unknown,Unknown
Unknown,No,Full time course,High School,Unknown,2.0,Oct-49,Early Stage Startup
Male,No,no_enrollment,Graduate,STEM,4.0,1000-4999,Public Sector
Male,Yes,no_enrollment,High School,Unknown,6.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,18.0,500-999,Pvt Ltd
Unknown,Yes,Full time course,Unknown,Unknown,4.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,13.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,5.0,100-500,Funded Startup
Male,Yes,no_enrollment,Graduate,STEM,7.0,50-99,Pvt Ltd
Male,No,no_enrollment,Masters,STEM,19.0,1000-4999,Public Sector
Male,Yes,no_enrollment,Graduate,STEM,12.0,10000+,Pvt Ltd
Male,Yes,no_enrollment,Graduate,Other,17.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,7.0,Oct-49,Pvt Ltd
Male,No,Part time course,Graduate,STEM,5.0,10000+,Public Sector
Male,No,Full time course,Graduate,STEM,10.0,Unknown,Unknown
Male,Yes,Part time course,Masters,STEM,9.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,16.0,50-99,Pvt Ltd
Male,No,no_enrollment,Graduate,STEM,17.0,5000-9999,Pvt Ltd
Male,Yes,Full time course,Graduate,STEM,6.0,Oct-49,Pvt Ltd
Male,No,Full time course,Graduate,STEM,1.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,13.0,Oct-49,Pvt Ltd
Male,Yes,Part time course,Graduate,No Major,9.0,Oct-49,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,3.0,<10,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,17.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Graduate,STEM,18.0,100-500,Pvt Ltd
Unknown,No,Full time course,Graduate,STEM,3.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,20.0,50-99,Pvt Ltd
Unknown,Yes,Part time course,Graduate,STEM,4.0,100-500,Pvt Ltd
Female,Yes,no_enrollment,Masters,STEM,7.0,100-500,NGO
Male,Yes,no_enrollment,Masters,STEM,8.0,10000+,Pvt Ltd
Unknown,Yes,Full time course,Graduate,STEM,4.0,Oct-49,Early Stage Startup
Unknown,Yes,Part time course,Masters,STEM,5.0,Oct-49,Early Stage Startup
Male,No,Full time course,High School,Unknown,4.0,1000-4999,Unknown
Male,Yes,no_enrollment,Masters,STEM,20.0,5000-9999,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,STEM,5.0,100-500,Pvt Ltd
Unknown,No,Full time course,Graduate,Other,3.0,Unknown,Unknown
Male,No,no_enrollment,Graduate,STEM,20.0,10000+,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,7.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,2.0,100-500,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,STEM,11.0,50-99,Pvt Ltd
Female,No,no_enrollment,Graduate,STEM,4.0,Unknown,Unknown
Male,No,no_enrollment,Phd,Business Degree,20.0,10000+,Public Sector
Male,Yes,no_enrollment,Graduate,Other,5.0,10000+,Pvt Ltd
Male,No,Full time course,High School,Unknown,3.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,STEM,14.0,50-99,Pvt Ltd
Male,Yes,Part time course,Graduate,STEM,13.0,10000+,Pvt Ltd
Unknown,Yes,no_enrollment,Graduate,STEM,10.0,50-99,Pvt Ltd
Unknown,No,no_enrollment,Graduate,Arts,20.0,500-999,Unknown
Unknown,Yes,Full time course,Graduate,STEM,5.0,Unknown,Unknown
Male,No,Full time course,Graduate,STEM,6.0,1000-4999,Pvt Ltd
Male,Yes,no_enrollment,Graduate,Other,12.0,50-99,Funded Startup
Unknown,Yes,no_enrollment,Graduate,Other,2.0,100-500,Pvt Ltd
Unknown,Yes,Part time course,Graduate,STEM,7.0,50-99,Pvt Ltd
Unknown,No,Full time course,Graduate,STEM,2.0,Unknown,Unknown
Unknown,Yes,Full time course,Masters,STEM,4.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,11.0,50-99,Pvt Ltd
Unknown,No,Full time course,High School,Unknown,3.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,Other,6.0,Unknown,Unknown
Male,Yes,no_enrollment,Graduate,Business Degree,5.0,Unknown,Unknown
Male,Yes,Full time course,Masters,STEM,5.0,Unknown,Unknown
Unknown,No,no_enrollment,Primary School,Unknown,3.0,50-99,Pvt Ltd
Female,Yes,no_enrollment,Graduate,Humanities,3.0,<10,Pvt Ltd
Male,No,no_enrollment,Unknown,Unknown,5.0,Unknown,Unknown
Male,No,no_enrollment,High School,Unknown,6.0,Unknown,Pvt Ltd
Male,Yes,Part time course,Graduate,STEM,7.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,STEM,14.0,100-500,Pvt Ltd
Male,Yes,no_enrollment,Graduate,Humanities,10.0,<10,Pvt Ltd
Male,No,Part time course,Masters,STEM,3.0,<10,Public Sector
Male,Yes,Part time course,Graduate,STEM,19.0,Unknown,Unknown
Male,Yes,Full time course,Graduate,STEM,14.0,100-500,Pvt Ltd
Male,No,no_enrollment,Graduate,STEM,20.0,50-99,Pvt Ltd
Male,Yes,no_enrollment,Graduate,STEM,9.0,10000+,Pvt Ltd
Unknown,Yes,Full time course,Masters,STEM,16.0,500-999,Pvt Ltd
Unknown,No,Full time course,Graduate,STEM,6.0,Unknown,Unknown
Unknown,No,no_enrollment,Graduate,Other,15.0,Unknown,Unknown
Unknown,Yes,no_enrollment,Masters,STEM,2.0,50-99,Pvt Ltd
Male,Yes,Full time course,Graduate,STEM,5.0,<10,Early Stage Startup
Male,Yes,no_enrollment,Graduate,STEM,20.0,Unknown,Public Sector
Male,Yes,no_enrollment,Graduate,STEM,6.0,50-99,Funded Startup
Male,Yes,no_enrollment,Masters,Humanities,14.0,500-999,Public Sector
Male,No,no_enrollment,High School,Unknown,7.0,Unknown,Unknown
Male,Yes,no_enrollment,Masters,Other,20.0,10000+,Pvt Ltd
Male,Yes,no_enrollment,Masters,STEM,4.0,50-99,Pvt Ltd
Male,No,no_enrollment,Graduate,STEM,1.0,100-500,Unknown
